id,owner,created,isOrgItem,modified,guid,name,title,type,typeKeywords,description,tags,snippet,thumbnail,documentation,extent,categories,spatialReference,accessInformation,licenseInfo,culture,properties,advancedSettings,url,proxyFilter,access,size,subInfo,appCategories,industries,languages,largeThumbnail,banner,screenshots,listed,ownerFolder,protected,numComments,numRatings,avgRating,numViews,scoreCompleteness,groupDesignations,contentOrigin,commentsEnabled,itemControl,sourceUrl,layers,tables,contentStatus,orgId
ad698f70b2734477b90346db2f809618,KamanData,1617884502000,True,1618747354000,,,דשבורד דיגום (העתק),Dashboard,"['Dashboard', 'Operations Dashboard']",,['דיגום'],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,14406,0,[],[],[],,,[],False,,False,0,0,0,7,33,,self,True,admin,,,,,
820ccccd76234831afc4b86d0c6a008f,KamanData,1618144352000,True,1618144502000,,,שכבה לייצוא- אכיפה,Web Map,"['ArcGIS Online', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,['סאלם'],,thumbnail/ago_downloaded.png,,"[[-180, -61.6899], [180, 81.7988]]",[],,,,he-il,,,,,org,1199,0,[],[],[],,,[],False,,False,0,0,0,646,33,,self,True,admin,,,,,
05759d332aef43279e72a6962452bc8e,KamanData,1618144389000,True,1618818765000,,,אפליקציה לייצוא- אכיפה,Web Mapping Application,"['JavaScript', 'Map', 'Mapping Site', 'Online Map', 'Ready To Use', 'WAB2D', 'Web AppBuilder', 'Web Map']",,['סאלם'],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,{'lastUpdatedThumbnailUrlByWab': 'https://h-f-c.maps.arcgis.com/sharing/rest/content/items/820ccccd76234831afc4b86d0c6a008f/info/thumbnail/ago_downloaded.png'},,https://h-f-c.maps.arcgis.com/apps/webappviewer/index.html?id=05759d332aef43279e72a6962452bc8e,,org,119877,0,[],[],[],,,[],False,,False,0,0,0,709,33,,self,True,admin,,,,,
2f179dac5d3e4f3891b75b7bca544cff,KamanData,1618144389000,True,1620805025000,,2f179dac5d3e4f3891b75b7bca544cff,אפליקציה לייצוא- אכיפה,Code Attachment,"['Code', 'Javascript', 'Web Mapping Application']",,[],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,//h-f-c.maps.arcgis.com/sharing/rest/content/items/05759d332aef43279e72a6962452bc8e/package,,org,0,0,[],[],[],,,[],False,,False,0,0,0,0,33,,self,True,admin,,,,,
36d1afad51af42f9a68b31f4321adb34,KamanData,1619087744000,True,1621029348000,,36d1afad51af42f9a68b31f4321adb34.zip,מיפוי שברי פיצוץ טיל,Form,"['Form', 'Redraft', 'Survey123', 'Survey123 Hub', 'xForm']",,"['נ""מ סורי', 'מיפוי נפלים', 'פיצוץ טיל']",,thumbnail/Image03.png,,[],[],,,,he-il,,,,,org,66587,0,[],[],[],,,[],False,,False,0,0,0,16,50,,self,True,admin,,,,,
45e3bf793ae946a895514e0180bb8ec0,KamanData,1619337866000,True,1648714375000,,,דשבורד אכיפה - תו ירוק,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,,,org,33101,0,[],[],[],,,[],False,,False,0,0,0,451,33,,self,True,admin,,,,,
e63681e2e7b0490bbdb8cf3ca9cde574,KamanData,1619339592000,True,1646230718000,,,דשבורד אכיפה - תחבורה,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,,,org,16045,0,[],[],[],,,[],False,,False,0,0,0,436,33,,self,True,admin,,,,,
df46fe2212c94acf82fc01d6921c0a27,KamanData,1619340668000,True,1646231006000,,,דשבורד אכיפה - פניות הציבור,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,,,org,8787,0,[],[],[],,,[],False,,False,0,0,0,434,33,,self,True,admin,,,,,
e7196c316b814e8c9208196be29028d6,KamanData,1619344939000,True,1646230952000,,,"דשבורד אכיפה - צווי סגירה ויועמ""ש",Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,,,org,24197,0,[],[],[],,,[],False,,False,0,0,0,433,33,,self,True,admin,,,,,
1811024ef9af4e2c8e52f3004ef9c636,KamanData,1619345864000,True,1648562343000,,,דשבורד אכיפה - תו סגול,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,,,org,18643,0,[],[],[],,,[],False,,False,0,0,0,453,33,,self,True,admin,,,,,
b661d387b66a4ef89c9310e99eba3e12,KamanData,1619362796000,True,1619362836000,,OrganizationActivityMonthly_2021-03.csv,ארגוןפעילותחודש_3.2021,Administrative Report,"['Administrative Report', 'ArcGIS Online', 'Report', 'Reporting', 'ReportKey ACCOUNT ACTIVITY MONTHLY (2021-03)']",The organization activity report. Generated at 2021-04-25T14:59:55Z.,[],,thumbnail/ago_downloaded.png,,[],[],,,,,,,,,private,7057126,0,[],[],[],,,[],False,,False,0,0,0,1,40,,self,True,admin,,,,,
dd44c236721b44e2a67a950bfaad3dad,KamanData,1619366003000,True,1641996852000,,,מודל רמזור,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,59351,0,[],[],[],,,[],False,,False,0,0,0,7164,33,,self,True,admin,,,,,
3f5cc0f9d6484e93809859582010d92e,KamanData,1619434322000,True,1619434323000,,,MIG_Protection_Policy,Feature Service,"['ArcGIS Server', 'Data', 'Feature Access', 'Feature Service', 'Service', 'Singlelayer', 'Table', 'Service Proxy']",,['mig'],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,https://utility.arcgis.com/usrsvcs/servers/3f5cc0f9d6484e93809859582010d92e/rest/services/MIG/MIG_Protection_Policy/FeatureServer/1,,org,90,0,[],[],[],,,[],False,,False,0,0,0,53,33,,self,True,admin,https://oref-gis.emap.co.il/agsadm/rest/services/MIG/MIG_Protection_Policy/FeatureServer/1,"[<FeatureLayer url:""https://utility.arcgis.com/usrsvcs/servers/3f5cc0f9d6484e93809859582010d92e/rest/services/MIG/MIG_Protection_Policy/FeatureServer/1"">]",[],,
235551d9578140cba7253d283b8f0232,KamanData,1619437210000,True,1619443840000,,,מדיניות - אזורי הנחייה,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,2384,0,[],[],[],,,[],False,,False,0,0,0,50,33,,self,True,admin,,,,,
60fc5cf9a51b4c5dbe3202d510fab916,KamanData,1619517693000,True,1638102617000,,,"יקל""ר - כח אדם - ארצי",Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,115479,0,[],[],[],,,[],False,,False,0,0,0,285,33,,self,True,admin,,,,,
8e5ee4923a6f4690b51a328fbd73e64b,KamanData,1619528556000,True,1619528556000,,israel-and-palestine-latest-free.shp.zip,openstreetmap_israel,Shapefile,"['Data', 'Layer', 'shapefile']",,['Open Data'],,,,[],[],,,,,,,,,private,148877013,0,[],[],[],,,[],False,,False,0,0,0,1,16,,self,True,admin,,,,,
f3ff5fd7cacd45a98e9d9e94be094a81,KamanData,1619528559000,True,1619529557000,,,openstreetmap_israel,Feature Service,"['ArcGIS Server', 'Data', 'Feature Access', 'Feature Service', 'Multilayer', 'Service', 'Hosted Service']",,['Open Data'],,thumbnail/ago_downloaded.gif,,"[[32.3180852, 28.972832200000003], [36.112119500000006, 33.423569]]",[],102100,,,,,,https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer,,org,1403322368,0,[],[],[],,,[],False,,False,0,0,0,1400,33,,self,True,admin,,"[<FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/0"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/1"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/2"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/3"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/4"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/5"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/6"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/7"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/8"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/9"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/10"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/11"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/12"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/13"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/14"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/15"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/16"">, <FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/openstreetmap_israel/FeatureServer/17"">]",[],,
27652088ded3485bbdae5706707d2119,KamanData,1619591827000,True,1638102539000,,,"יקל""ר - כח אדם - מחוזי",Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,167884,0,[],[],[],,,[],False,,False,0,0,0,1187,33,,self,True,admin,,,,,
99f51430190f49d2b0078a712fb62e95,KamanData,1619599573000,True,1619606068000,,,"יקל""ר - כח אדם - רשותי",Dashboard,"['Arcade Data Expression', 'ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,private,35465,0,[],[],[],,,[],False,,False,0,0,0,15,33,,self,True,admin,,,,,
a4221a7649d04cfc9d40216177d27a2f,KamanData,1619607813000,True,1619936865000,,,"יקל""ר - כח אדם - נפתי",Dashboard,"['Arcade Data Expression', 'ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,39817,0,[],[],[],,,[],False,,False,0,0,0,17,33,,self,True,admin,,,,,
46166c5a028b480ab95f8d12c11507af,KamanData,1619608875000,True,1619608886000,,Monthly_police_reports_V2.zip,Monthly_police_reports V2,CSV Collection,['CSV Collection'],,['סאלם'],,thumbnail/ago_downloaded.png,,"[[-180, -90], [180, 90]]",[],4326,,,english (united states),,,,,private,13451,0,[],[],[],,,[],False,,False,0,0,0,2,33,,self,True,admin,,,,,
c6033272bd8c4608b9427d681e48e817,KamanData,1619679230000,True,1619940350000,,,"יקל""ר - כח אדם - רשותי  העתק",Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,org,27393,0,[],[],[],,,[],False,,False,0,0,0,10,33,,self,True,admin,,,,,
fa2f85e3df8b4f888b68e6ae98c1efb0,KamanData,1619680829000,True,1622536728000,,,הכשרות סער - רשותי,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,['סער'],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,,,private,12565,0,[],[],[],,,[],False,,False,0,0,0,19,33,,self,True,admin,,,,,
72851f77d1bc4c0e80948d8ace0d115c,KamanData,1619682128000,True,1619682128000,,סער_תקנים.xlsx,סער_תקנים מפה,Microsoft Excel,"['Data', 'Document', 'Microsoft Excel']",,['סער'],,,,[],[],,,,he-il,,,,,private,27028,0,[],[],[],,,[],False,,False,0,0,0,3,16,,self,True,admin,,,,,
8e438c442d2e4381b430becc19840d39,KamanData,1619682147000,True,1619682162000,,,סער_תקנים מפה,Feature Service,"['ArcGIS Server', 'Data', 'Feature Access', 'Feature Service', 'Involved Lookup', 'Multilayer', 'Service', 'Hosted Service']",,['סער'],,thumbnail/ago_downloaded.png,,"[[34.58085063512169, 29.55002000032701], [35.78119000020327, 33.27803000033573]]",[],102100,,,he-il,,,https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/סער_תקנים_מפה/FeatureServer,,private,139264,0,[],[],[],,,[],False,,False,0,0,0,43,33,,self,True,admin,,"[<FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/סער_תקנים_מפה/FeatureServer/0"">]","[<Table url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/סער_תקנים_מפה/FeatureServer/1"">]",,
816a7ec7867f4feaba4031d5c66bce65,KamanData,1619682310000,True,1619682674000,,,סער מפה,Web Map,"['ArcGIS Online', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,['סער'],,thumbnail/ago_downloaded.png,,"[[33.3842, 31.6514], [36.6197, 33.0712]]",[],,,,he-il,,,,,private,9118,0,[],[],[],,,[],False,,False,0,0,0,339,33,,self,True,admin,,,,,
03c520d50f7440a4a16427e5c43f6113,KamanData,1619695649000,True,1645964939000,,,מפת הידע לחירום - EmergencyFlow,Web Mapping Application,"['JavaScript', 'Map', 'Mapping Site', 'Online Map', 'Ready To Use', 'WAB2D', 'Web AppBuilder', 'Web Map']",,"['חירום', 'ידע', 'מפה', 'משק המים']","אפליקציית למיצוי מידע - מפת הידע
EmergencyFlow",thumbnail/ago_downloaded.png,,[],[],,,,he-il,{'lastUpdatedThumbnailUrlByWab': 'https://h-f-c.maps.arcgis.com/sharing/rest/content/items/3a4a168ccb974430869c92fb477675b9/info/thumbnail/ago_downloaded.png'},,https://h-f-c.maps.arcgis.com/apps/webappviewer/index.html?id=03c520d50f7440a4a16427e5c43f6113,,org,273046,0,[],[],[],,,[],False,,False,0,0,0,1578,60,,self,True,admin,,,,,
68309f898f51464c9917b3e343d6cfce,KamanData,1619695649000,True,1619695649000,,68309f898f51464c9917b3e343d6cfce,מפת הידע לחירום - APP - EmergencyFlow,Code Attachment,"['Code', 'Javascript', 'Web Mapping Application']",,[],,,,[],[],,,,he-il,,,//h-f-c.maps.arcgis.com/sharing/rest/content/items/03c520d50f7440a4a16427e5c43f6113/package,,org,0,0,[],[],[],,,[],False,,False,0,0,0,0,16,,self,True,admin,,,,,
5d29ace6c63c4f838cd19d6067c23307,KamanData,1619697389000,True,1621062625000,,,מפת הידע לרפואה - MAP,Web Map,"['ArcGIS Online', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,"['חירום', 'ידע', 'מפה', 'משק המים', 'רפואה']",מפת הידע למחלקת רפואה (קבוצת תכנון),thumbnail/ago_downloaded.png,,"[[34.2427, 31.6276], [34.7498, 31.8186]]",[],,,,he-il,,,,,org,161785,0,[],[],[],,,[],False,,False,0,0,0,386,60,,self,True,admin,,,,,
002c6190cad14ec5a97597b54fa1775b,KamanData,1619698123000,True,1621001939000,,,מפת הידע לרפואה - APP,Web Mapping Application,"['JavaScript', 'Map', 'Mapping Site', 'Online Map', 'Ready To Use', 'WAB2D', 'Web AppBuilder', 'Web Map']",,"['חירום', 'ידע', 'מפה', 'משק המים', 'רפואה']",אפליקציית מפת הידע למחלקת רפואה (קבוצת תכנון),thumbnail/ago_downloaded.png,,[],[],,,,he-il,{'lastUpdatedThumbnailUrlByWab': 'https://h-f-c.maps.arcgis.com/sharing/rest/content/items/5d29ace6c63c4f838cd19d6067c23307/info/thumbnail/ago_downloaded.png'},,https://h-f-c.maps.arcgis.com/apps/webappviewer/index.html?id=002c6190cad14ec5a97597b54fa1775b,,org,104502,0,[],[],[],,,[],False,,False,0,0,0,349,61,,self,True,admin,,,,,
27e2fc498f6f4e5fa63797a948cfba0e,KamanData,1619698124000,True,1619698124000,,27e2fc498f6f4e5fa63797a948cfba0e,מפת הידע לרפואה - APP,Code Attachment,"['Code', 'Javascript', 'Web Mapping Application']",,[],,,,[],[],,,,he-il,,,//h-f-c.maps.arcgis.com/sharing/rest/content/items/002c6190cad14ec5a97597b54fa1775b/package,,org,0,0,[],[],[],,,[],False,,False,0,0,0,0,16,,self,True,admin,,,,,
84904c8a1ee14ad2946e2af1987dab0d,KamanData,1619940649000,True,1619941051000,,,"יקל""ר - כח אדם - רשותי - מובייל",Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,[''],,thumbnail/ago_downloaded.png,,[],[],,,,en-us,,,,,private,27168,0,[],[],[],,,[],False,,False,0,0,0,5,33,,self,True,admin,,,,,
b07367669a444cccb6e19de90f27bd38,KamanData,1619949274000,True,1619949283000,,,Othophoto סביבת חילוץ 2021,Web Map,"['ArcGIS Online', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,"['orthophoto 2021', 'ortophoto', 'basemap', 'יחצא', 'חטיבה']","אורטופוטו שיאפשר להניח על גביו שכבות של לכודים, גרידים , תצ""אות וכו'",thumbnail/ago_downloaded.png,,"[[34.3965, 31.6948], [35.4107, 32.1953]]",[],,,,he-il,,,,,private,988,0,[],[],[],,,[],False,,False,0,0,0,304,66,,self,True,admin,,,,,
1c142baf57654dbb93e1267dbc5baa6b,KamanData,1619962987000,True,1619962997000,,,מחוז חיפה לייצוא,Web Map,"['ArcGIS Online', 'Collector', 'Data Editing', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,['סאלם'],,thumbnail/ago_downloaded.png,,"[[29.9952, 32.7027], [38.1086, 35.6738]]",[],,,,he-il,,,,,private,6931,0,[],[],[],,,[],False,,False,0,0,0,301,33,,self,True,admin,,,,,
5de4cf7ce4904ddb8d75707ec268e7be,KamanData,1620205964000,True,1651057199000,,,משובי אימונים יום ב,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,['אימונים'],,thumbnail/thumbnail1622542841221.png,,[],[],,,,he-il,,,,,org,34642,0,[],[],[],,,[],False,,True,0,0,0,53,33,,self,True,admin,,,,,
c96c3ee09d784c8189ededa5a1bea685,KamanData,1620207211000,True,1651060145000,,,משובי אימונים חד יומי,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,['אימונים'],,thumbnail/thumbnail1622542914177.png,,[],[],,,,he-il,,,,,org,45536,0,[],[],[],,,[],False,,True,0,0,0,73,33,,self,True,admin,,,,,
5e2c520a9a684ec6b67d5a17c30da7f5,KamanData,1620210929000,True,1620210933000,,,ניסוי ליאיר בן זקן,Web Map,"['ArcGIS Online', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,['סאלם'],,thumbnail/ago_downloaded.png,,"[[33.0016, 31.8696], [37.0584, 33.3823]]",[],,,,he-il,,,,,private,3368,0,[],[],[],,,[],False,,False,0,0,0,301,33,,self,True,admin,,,,,
72df37a15fe0424b8d502624ba6d3aba,KamanData,1620221180000,True,1623085059000,,אלוף_אבנים_.xlsx,אלוף אבנים פירוט,Microsoft Excel,"['Data', 'Document', 'Microsoft Excel']",,['אלוף'],,,,[],[],,,,he-il,,,,,private,68717,0,[],[],[],,,[],False,,False,0,0,0,11,16,,self,True,admin,,,,,
360f6cf12a52414eba874e3c0386f807,KamanData,1620221196000,True,1623085067000,,,אלוף אבנים פירוט,Feature Service,"['ArcGIS Server', 'Data', 'Feature Access', 'Feature Service', 'Service', 'Table', 'Hosted Service']",,['אלוף'],,thumbnail/ago_downloaded.png,,[],[],,,,he-il,,,https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/אלוף_אבנים_פירוט/FeatureServer,,org,131072,0,[],[],[],,,[],False,,False,0,0,0,86,33,,self,True,admin,,[],"[<Table url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/אלוף_אבנים_פירוט/FeatureServer/0"">]",,
a0136dece8514fcb962247a1807e552d,KamanData,1620291258000,True,1620291266000,,,Cach2021 yhaza,Web Map,"['ArcGIS Online', 'Collector', 'Data Editing', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,['Cach2021 yhaza'],,thumbnail/ago_downloaded.png,,"[[30.9925, 29.3852], [39.1059, 33.4114]]",[],,,,he-il,,,,,org,1134,0,[],[],[],,,[],False,,True,0,0,0,5265,33,,self,True,admin,,,,org_authoritative,
bb7155bc98464280a752a566475c25ce,KamanData,1620736182000,True,1620736202000,,חנויות_חומרי_בניין_-_ייצוא.zip,חנויות חומרי בניין - ייצוא,KML Collection,['KML Collection'],,['חנויות חומרי בניין'],,thumbnail/ago_downloaded.png,,"[[34.403091, 29.559651], [35.773344, 34.98148700000001]]",[],102100,,,en-gb,,,https://h-f-c.maps.arcgis.com/sharing/rest/content/items/bb7155bc98464280a752a566475c25ce/data,,private,67736,0,[],[],[],,,[],False,,False,0,0,0,1,33,,self,True,admin,,,,,
0a2c9bbd36f5497d90f53a6797785b0f,KamanData,1620766602000,True,1621503103000,,נתוני_מלונות_ומספרי_חדרים.xlsx,נתוני מלונות לקליטה בחירום,Microsoft Excel,"['Data', 'Document', 'Microsoft Excel']",,['מלונות לקליטה בחירום'],,,,[],[],,,,he-il,,,,,org,15135,0,[],[],[],,,[],False,,False,0,0,0,5,16,,self,True,admin,,,,,
8ee5a54728f6429f8831d914e0215c01,KamanData,1620766767000,True,1621844662000,,,נתוני מלונות לקליטה בחירום,Feature Service,"['ArcGIS Server', 'Data', 'Feature Access', 'Feature Service', 'Involved Lookup', 'Multilayer', 'Service', 'Hosted Service']",,['מלונות לקליטה בחירום'],,thumbnail/ago_downloaded.png,,"[[34.56970000021352, 29.532740013173186], [35.553528563764516, 33.07775000036591]]",[],102100,,,he-il,,,https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/נתוני_מלונות_לקליטה_בחירום/FeatureServer,,org,81920,0,[],[],[],,,[],False,,False,0,0,0,671,33,,self,True,admin,,"[<FeatureLayer url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/נתוני_מלונות_לקליטה_בחירום/FeatureServer/0"">]","[<Table url:""https://services6.arcgis.com/CGerZP3ftrxhsSdz/arcgis/rest/services/נתוני_מלונות_לקליטה_בחירום/FeatureServer/1"">]",,
6c3d20c7966e471c9d6efd62a555a4a4,KamanData,1620766923000,True,1652018195000,,,נתוני מלונות לקליטה בחירום,Web Map,"['ArcGIS Online', 'Collector', 'Data Editing', 'Explorer Web Map', 'Map', 'Online Map', 'Web Map']",,['חירום'],,thumbnail/ago_downloaded.png,,"[[34.6956, 32.053], [34.8224, 32.1155]]",[],,,,he-il,,,,,org,33376,0,[],[],[],,,[],False,,False,0,0,0,951,33,,self,True,admin,,,,,
2124e28fc364496fa80bf2989eed3e1c,KamanData,1620769368000,True,1620769368000,,בית_מלון.png,תמונת בית מלון,Image,"['Data', 'Image', 'png']",,['בית מלון תמונה'],,,,[],[],,,,he-il,,,,,org,7732,0,[],[],[],,,[],False,,False,0,0,0,25,33,,self,True,admin,,,,,
145200a5987f4673a759482332b11025,KamanData,1620769458000,True,1620769458000,,בית_מלון_2.jpg,בית מלון 2,Image,"['Data', 'Image', 'jpg']",,['בית מלון תמונה'],,,,[],[],,,,he-il,,,,,org,24531,0,[],[],[],,,[],False,,False,0,0,0,23,33,,self,True,admin,,,,,
93ce62094ee64c9d96a0f435aaee8487,KamanData,1620770125000,True,1652018193000,,,מלונות לקליטה בחירום,Dashboard,"['ArcGIS Dashboards', 'Dashboard', 'Operations Dashboard']",,['חירום'],,thumbnail/thumbnail1621845295560.png,,[],[],,,,he-il,,,,,org,18180,0,[],[],[],,,[],False,,False,0,0,0,635,33,,self,True,admin,,,,,
